User Id,Investment Id,Investment Status,Investment Round,Industry,Amount Invested
"1,106",43942,canceled_by_failed_round,1206,Tecnología y comunicación,"$20,000.00"
"1,107",42548,withdrawn,1164,Servicios especializados,"$12,000.00"
"1,108",41063,withdrawn,1197,Productos de Consumo,"$5,000.00"
"1,109",41130,completed,1197,Productos de Consumo,"$5,000.00"
,42125,completed,1164,Servicios especializados,"$5,000.00"
,43175,canceled_by_failed_round,1206,Tecnología y comunicación,"$5,000.00"
,43692,completed,1212,Bienes raíces,"$5,000.00"
,45044,completed,1238,Tecnología y comunicación,"$5,750.00"
,45106,completed,1201,Bienes raíces,"$5,750.00"
"1,110",40714,completed,1171,Infraestructura,"$5,000.00"
,40889,completed,1197,Productos de Consumo,"$28,000.00"
,42367,withdrawn,1164,Servicios especializados,"$12,000.00"
"1,111",44247,withdrawn_by_choice,1232,Bienes raíces,"$8,000.00"
"1,112",44653,completed,1238,Tecnología y comunicación,"$12,000.00"
,45528,completed,1201,Bienes raíces,"$8,000.00"
"1,113",41861,completed,1197,Productos de Consumo,"$12,000.00"
,42875,completed,1212,Bienes raíces,"$8,000.00"
"1,114",44894,completed,1238,Tecnología y comunicación,"$8,000.00"
,45149,withdrawn,1201,Bienes raíces,"$5,750.00"
"1,115",41015,completed,1197,Productos de Consumo,"$50,000.00"
"1,116",41516,completed,1197,Productos de Consumo,"$5,000.00"
,43256,canceled_by_failed_round,1206,Tecnología y comunicación,"$8,000.00"
,44310,completed,1238,Tecnología y comunicación,"$8,000.00"
,45441,completed,1201,Bienes raíces,"$5,000.00"
,45620,completed,1239,Productos de Consumo,"$5,000.00"
"1,117",42622,completed,1164,Servicios especializados,"$5,000.00"
"1,118",46056,withdrawn,1239,Productos de Consumo,"$16,000.00"
"1,119",40987,completed,1197,Productos de Consumo,"$100,000.00"
,42484,completed,1164,Servicios especializados,"$29,000.00"
,43991,canceled_by_failed_round,1206,Tecnología y comunicación,"$100,000.00"
"1,120",43465,completed,1164,Servicios especializados,"$5,000.00"
"1,121",43891,canceled_by_failed_round,1206,Tecnología y comunicación,"$8,000.00"
,44463,withdrawn_by_choice,1238,Tecnología y comunicación,"$12,000.00"
,44819,completed,1238,Tecnología y comunicación,"$12,000.00"
,45355,completed,1201,Bienes raíces,"$8,000.00"
,45743,completed,1239,Productos de Consumo,"$12,000.00"
"1,122",44062,canceled_by_failed_round,1206,Tecnología y comunicación,"$5,000.00"
,45249,withdrawn,1201,Bienes raíces,"$12,000.00"
"1,123",42178,withdrawn,1164,Servicios especializados,"$5,000.00"
,44065,canceled_by_failed_round,1206,Tecnología y comunicación,"$8,000.00"
"1,124",42869,completed,1212,Bienes raíces,"$15,000.00"
"1,125",42230,canceled_by_profile,1164,Servicios especializados,"$5,000.00"
,43449,canceled_by_expiration,1164,Servicios especializados,"$5,500.00"
"1,126",42670,canceled_by_expiration,1164,Servicios especializados,"$5,000.00"
,43033,withdrawn,1212,Bienes raíces,"$12,000.00"
,43034,completed,1164,Servicios especializados,"$14,000.00"
,45307,completed,1201,Bienes raíces,"$8,000.00"
"1,127",45390,withdrawn,1201,Bienes raíces,"$16,000.00"
"1,128",45268,completed,1201,Bienes raíces,"$10,750.00"
"1,129",40523,completed,1171,Infraestructura,"$50,000.00"
,42329,canceled_by_expiration,1197,Productos de Consumo,"$50,000.00"
,42371,completed,1197,Productos de Consumo,"$50,000.00"
,43573,canceled_by_failed_round,1206,Tecnología y comunicación,"$100,000.00"
,45179,withdrawn,1201,Bienes raíces,"$50,000.00"
,46098,completed,1239,Productos de Consumo,"$50,000.00"
"1,130",40826,completed,1197,Productos de Consumo,"$5,000.00"
,44959,completed,1238,Tecnología y comunicación,"$5,000.00"
"1,131",41348,completed,1197,Productos de Consumo,"$5,000.00"
,43493,canceled_by_failed_round,1206,Tecnología y comunicación,"$5,000.00"
,43780,withdrawn,1212,Bienes raíces,"$5,000.00"
,45043,completed,1238,Tecnología y comunicación,"$5,000.00"
,46397,completed,1239,Productos de Consumo,"$6,000.00"
"1,132",41362,withdrawn,1197,Productos de Consumo,"$30,000.00"
"1,133",41064,completed,1197,Productos de Consumo,"$34,000.00"
,46011,completed,1239,Productos de Consumo,"$40,000.00"
"1,134",40924,completed,1197,Productos de Consumo,"$5,000.00"
,43987,canceled_by_failed_round,1206,Tecnología y comunicación,"$5,000.00"
"1,135",44009,canceled_by_failed_round,1206,Tecnología y comunicación,"$8,000.00"
"1,136",42751,completed,1164,Servicios especializados,"$8,000.00"
,45476,completed,1201,Bienes raíces,"$5,000.00"
"1,137",41257,completed,1197,Productos de Consumo,"$16,000.00"
,45744,canceled_by_expiration,1201,Bienes raíces,"$16,000.00"
,45745,completed,1239,Productos de Consumo,"$8,000.00"
,45965,completed,1201,Bienes raíces,"$16,000.00"
"1,138",45283,completed,1201,Bienes raíces,"$8,000.00"
"1,139",42765,completed,1164,Servicios especializados,"$12,000.00"
"1,140",42977,withdrawn,1212,Bienes raíces,"$5,000.00"
"1,141",43829,canceled_by_failed_round,1206,Tecnología y comunicación,"$32,000.00"
"1,142",41811,completed,1197,Productos de Consumo,"$8,000.00"
,42667,completed,1164,Servicios especializados,"$28,000.00"
,46479,completed,1201,Bienes raíces,"$12,000.00"
,46634,completed,1239,Productos de Consumo,"$17,000.00"
"1,143",40882,completed,1197,Productos de Consumo,"$25,000.00"
,42071,withdrawn,1164,Servicios especializados,"$25,000.00"
,42627,completed,1164,Servicios especializados,"$20,000.00"
,43244,canceled_by_failed_round,1206,Tecnología y comunicación,"$25,000.00"
,44674,withdrawn_by_choice,1238,Tecnología y comunicación,"$30,000.00"
,44729,completed,1238,Tecnología y comunicación,"$34,500.00"
,45001,canceled,1201,Bienes raíces,"$12,000.00"
,45128,withdrawn_by_choice,1201,Bienes raíces,"$18,400.00"
,45134,completed,1201,Bienes raíces,"$34,500.00"
,45576,completed,1239,Productos de Consumo,"$33,000.00"
"1,144",41630,completed,1197,Productos de Consumo,"$5,000.00"
,42427,completed,1164,Servicios especializados,"$26,400.00"
,43141,withdrawn,1212,Bienes raíces,"$5,000.00"
,44100,completed,1226,Bienes raíces,"$12,000.00"
"1,145",42649,completed,1164,Servicios especializados,"$12,000.00"
,46432,withdrawn,1239,Productos de Consumo,"$12,000.00"
"1,146",41065,completed,1197,Productos de Consumo,"$12,000.00"
"1,147",40820,completed,1197,Productos de Consumo,"$36,000.00"
"1,148",40722,completed,1171,Infraestructura,"$5,000.00"
,42631,completed,1164,Servicios especializados,"$8,000.00"
"1,149",41712,completed,1197,Productos de Consumo,"$12,000.00"
"1,150",40954,withdrawn_by_choice,1197,Productos de Consumo,"$18,000.00"
,41571,completed,1197,Productos de Consumo,"$13,000.00"
,42060,withdrawn,1164,Servicios especializados,"$5,000.00"
,43415,completed,1164,Servicios especializados,"$5,500.00"
,43481,withdrawn_by_choice,1206,Tecnología y comunicación,"$5,000.00"
,44152,canceled_by_failed_round,1206,Tecnología y comunicación,"$8,000.00"
,44495,withdrawn_by_choice,1238,Tecnología y comunicación,"$5,000.00"
,44757,completed,1238,Tecnología y comunicación,"$5,750.00"
,45429,withdrawn_by_choice,1201,Bienes raíces,"$5,000.00"
,45711,withdrawn,1239,Productos de Consumo,"$8,000.00"
,46339,completed,1201,Bienes raíces,"$9,600.00"
,46490,completed,1239,Productos de Consumo,"$10,000.00"
"1,151",44166,canceled_by_failed_round,1206,Tecnología y comunicación,"$12,000.00"
,44232,completed,1232,Bienes raíces,"$5,000.00"
,44286,completed,1238,Tecnología y comunicación,"$12,000.00"
,45330,withdrawn_by_choice,1201,Bienes raíces,"$8,000.00"
,45817,withdrawn_by_choice,1239,Productos de Consumo,"$5,000.00"
"1,152",44589,withdrawn,1238,Tecnología y comunicación,"$8,000.00"
"1,153",46258,withdrawn_by_choice,1239,Productos de Consumo,"$19,000.00"
,46263,completed,1239,Productos de Consumo,"$20,000.00"
"1,154",41668,completed,1197,Productos de Consumo,"$5,000.00"
,46031,completed,1239,Productos de Consumo,"$8,000.00"
"1,155",40938,completed,1197,Productos de Consumo,"$5,000.00"
,44395,completed,1238,Tecnología y comunicación,"$5,000.00"
,45148,withdrawn_by_choice,1201,Bienes raíces,"$8,000.00"
,45155,completed,1201,Bienes raíces,"$9,200.00"
"1,156",41163,completed,1197,Productos de Consumo,"$12,000.00"
,42122,completed,1164,Servicios especializados,"$8,000.00"
,43321,canceled_by_failed_round,1206,Tecnología y comunicación,"$12,000.00"
"1,157",42930,canceled_by_expiration,1164,Servicios especializados,"$5,000.00"
,42968,canceled_by_expiration,1164,Servicios especializados,"$5,000.00"
,42991,completed,1164,Servicios especializados,"$5,000.00"
"1,158",43743,withdrawn_by_choice,1212,Bienes raíces,"$8,000.00"
"1,159",46577,canceled_by_expiration,1239,Productos de Consumo,"$20,000.00"
"1,160",40884,completed,1197,Productos de Consumo,"$30,000.00"
,45778,completed,1239,Productos de Consumo,"$12,000.00"
"1,161",41168,completed,1197,Productos de Consumo,"$5,000.00"
,46089,completed,1239,Productos de Consumo,"$5,000.00"
"1,162",42565,completed,1164,Servicios especializados,"$8,000.00"
,44873,completed,1238,Tecnología y comunicación,"$8,000.00"
,45136,completed,1201,Bienes raíces,"$5,750.00"
,45676,completed,1239,Productos de Consumo,"$5,000.00"
"1,163",42854,canceled_by_profile,1212,Bienes raíces,"$5,000.00"
"1,164",43964,canceled_by_failed_round,1206,Tecnología y comunicación,"$5,000.00"
,45710,completed,1201,Bienes raíces,"$8,000.00"
"1,165",40485,completed,1171,Infraestructura,"$5,000.00"
,41867,completed,1197,Productos de Consumo,"$5,000.00"
,42434,completed,1164,Servicios especializados,"$5,000.00"
"1,166",44975,completed,1238,Tecnología y comunicación,"$25,000.00"
"1,167",41124,withdrawn,1197,Productos de Consumo,"$12,000.00"
,44857,completed,1238,Tecnología y comunicación,"$12,000.00"
,46167,withdrawn_by_choice,1239,Productos de Consumo,"$30,000.00"
,46282,withdrawn,1239,Productos de Consumo,"$20,000.00"
,46283,canceled_by_expiration,1201,Bienes raíces,"$12,000.00"
"1,168",41090,completed,1197,Productos de Consumo,"$16,000.00"
,42052,withdrawn,1164,Servicios especializados,"$12,000.00"
,42946,withdrawn_by_choice,1164,Servicios especializados,"$5,000.00"
,43389,withdrawn_by_choice,1164,Servicios especializados,"$5,500.00"
,44896,completed,1238,Tecnología y comunicación,"$16,000.00"
,45186,completed,1201,Bienes raíces,"$32,000.00"
,45604,completed,1239,Productos de Consumo,"$33,000.00"
"1,169",40705,completed,1171,Infraestructura,"$8,000.00"
,41166,completed,1197,Productos de Consumo,"$12,000.00"
,42674,completed,1164,Servicios especializados,"$12,000.00"
,44956,completed,1238,Tecnología y comunicación,"$16,000.00"
,45978,completed,1239,Productos de Consumo,"$20,000.00"
"1,170",42462,completed,1197,Productos de Consumo,"$12,000.00"
,42532,completed,1164,Servicios especializados,"$12,000.00"
,43496,canceled_by_failed_round,1206,Tecnología y comunicación,"$24,000.00"
,43499,completed,1212,Bienes raíces,"$12,000.00"
,44237,completed,1232,Bienes raíces,"$12,000.00"
,46087,completed,1239,Productos de Consumo,"$20,000.00"
"1,171",41847,completed,1197,Productos de Consumo,"$5,000.00"
"1,172",41456,completed,1197,Productos de Consumo,"$20,000.00"
,42698,completed,1212,Bienes raíces,"$19,000.00"
"1,173",44051,canceled_by_failed_round,1206,Tecnología y comunicación,"$5,000.00"
"1,174",44061,canceled_by_failed_round,1206,Tecnología y comunicación,"$5,000.00"
,44767,completed,1238,Tecnología y comunicación,"$12,000.00"
"1,175",41879,completed,1197,Productos de Consumo,"$10,000.00"
,42136,completed,1164,Servicios especializados,"$12,000.00"
"1,176",44388,withdrawn,1238,Tecnología y comunicación,"$50,000.00"
"1,177",43778,completed,1212,Bienes raíces,"$12,000.00"
"1,178",40513,completed,1171,Infraestructura,"$8,000.00"
,40971,completed,1197,Productos de Consumo,"$8,000.00"
,45513,withdrawn_by_choice,1201,Bienes raíces,"$8,000.00"
,45514,completed,1201,Bienes raíces,"$8,000.00"
"1,179",40807,completed,1197,Productos de Consumo,"$460,500.00"
,43130,withdrawn_by_choice,1206,Tecnología y comunicación,"$40,000.00"
,43131,canceled_by_failed_round,1206,Tecnología y comunicación,"$57,500.00"
,45734,completed,1239,Productos de Consumo,"$100,000.00"
"1,180",42647,completed,1164,Servicios especializados,"$8,000.00"
,43879,canceled_by_failed_round,1206,Tecnología y comunicación,"$8,000.00"
"1,181",40876,completed,1197,Productos de Consumo,"$12,000.00"
,41971,completed,1164,Servicios especializados,"$14,000.00"
,42684,completed,1212,Bienes raíces,"$8,000.00"
,43148,canceled_by_failed_round,1206,Tecnología y comunicación,"$18,000.00"
,44095,completed,1226,Bienes raíces,"$5,000.00"
,44329,withdrawn_by_choice,1238,Tecnología y comunicación,"$12,000.00"
,44716,completed,1238,Tecnología y comunicación,"$13,800.00"
,44990,canceled,1201,Bienes raíces,"$12,000.00"
,45108,completed,1201,Bienes raíces,"$13,800.00"
,45544,completed,1239,Productos de Consumo,"$12,000.00"
"1,182",40643,completed,1171,Infraestructura,"$8,000.00"
,40841,withdrawn_by_choice,1197,Productos de Consumo,"$8,000.00"
,42389,withdrawn,1164,Servicios especializados,"$8,000.00"
,42392,completed,1197,Productos de Consumo,"$8,000.00"
"1,183",43429,canceled_by_failed_round,1206,Tecnología y comunicación,"$5,000.00"
"1,184",46359,canceled_by_expiration,1201,Bienes raíces,"$5,000.00"
,46447,completed,1201,Bienes raíces,"$14,400.00"
"1,185",41832,completed,1197,Productos de Consumo,"$12,000.00"
,42650,completed,1164,Servicios especializados,"$8,000.00"
,43157,withdrawn_by_choice,1206,Tecnología y comunicación,"$12,000.00"
,43524,withdrawn_by_choice,1206,Tecnología y comunicación,"$8,000.00"
,46065,completed,1239,Productos de Consumo,"$20,000.00"
"1,186",41138,completed,1197,Productos de Consumo,"$20,000.00"
"1,187",42850,completed,1212,Bienes raíces,"$5,000.00"
"1,188",42501,completed,1164,Servicios especializados,"$12,000.00"
,43250,canceled_by_failed_round,1206,Tecnología y comunicación,"$12,000.00"
"1,189",42613,completed,1164,Servicios especializados,"$8,000.00"
,42957,withdrawn,1212,Bienes raíces,"$12,000.00"
,43936,completed,1212,Bienes raíces,"$12,000.00"
"1,190",40817,completed,1197,Productos de Consumo,"$150,000.00"
,43018,canceled_by_expiration,1164,Servicios especializados,"$12,000.00"
,43035,completed,1164,Servicios especializados,"$12,000.00"
,43194,canceled_by_failed_round,1206,Tecnología y comunicación,"$25,000.00"
,44399,withdrawn_by_choice,1238,Tecnología y comunicación,"$16,000.00"
,44766,completed,1238,Tecnología y comunicación,"$23,000.00"
,45195,completed,1201,Bienes raíces,"$12,000.00"
,45534,withdrawn_by_choice,1239,Productos de Consumo,"$50,000.00"
,45705,completed,1239,Productos de Consumo,"$50,000.00"
"1,191",45095,withdrawn_by_choice,1201,Bienes raíces,"$13,800.00"
"1,192",42236,canceled_by_expiration,1197,Productos de Consumo,"$5,000.00"
,42433,completed,1197,Productos de Consumo,"$8,000.00"
"1,193",42142,completed,1164,Servicios especializados,"$12,000.00"
,43352,withdrawn_by_choice,1206,Tecnología y comunicación,"$16,000.00"
"1,194",43304,canceled_by_failed_round,1206,Tecnología y comunicación,"$5,000.00"
"1,195",45270,completed,1201,Bienes raíces,"$5,000.00"
,45883,withdrawn,1239,Productos de Consumo,"$5,000.00"
"1,196",42739,completed,1164,Servicios especializados,"$30,000.00"
,45052,completed,1238,Tecnología y comunicación,"$30,000.00"
"1,197",41538,completed,1197,Productos de Consumo,"$5,000.00"
"1,198",42295,completed,1197,Productos de Consumo,"$8,000.00"
,42414,completed,1164,Servicios especializados,"$16,000.00"
"1,199",40488,completed,1171,Infraestructura,"$5,000.00"
,42186,completed,1197,Productos de Consumo,"$8,000.00"
,42187,completed,1164,Servicios especializados,"$8,000.00"
,43679,canceled_by_failed_round,1206,Tecnología y comunicación,"$8,000.00"
"1,200",44547,completed,1238,Tecnología y comunicación,"$5,000.00"
,45248,withdrawn,1201,Bienes raíces,"$5,000.00"
,45703,withdrawn,1239,Productos de Consumo,"$5,000.00"
"1,201",44968,completed,1238,Tecnología y comunicación,"$5,000.00"
"1,202",42249,completed,1164,Servicios especializados,"$5,000.00"
,42926,completed,1212,Bienes raíces,"$8,000.00"
"1,203",40520,completed,1171,Infraestructura,"$8,000.00"
"1,204",44665,completed,1238,Tecnología y comunicación,"$5,000.00"
"1,205",40867,withdrawn,1197,Productos de Consumo,"$50,000.00"
,46322,completed,1239,Productos de Consumo,"$14,400.00"
"1,206",41606,completed,1197,Productos de Consumo,"$8,000.00"
,42407,withdrawn,1164,Servicios especializados,"$8,000.00"
,42668,canceled_by_expiration,1164,Servicios especializados,"$8,000.00"
,42759,completed,1164,Servicios especializados,"$5,000.00"
,46406,completed,1239,Productos de Consumo,"$14,400.00"
"1,207",40501,completed,1171,Infraestructura,"$30,000.00"
"1,208",41492,withdrawn,1197,Productos de Consumo,"$5,000.00"
,43277,canceled_by_failed_round,1206,Tecnología y comunicación,"$12,000.00"
,45019,completed,1238,Tecnología y comunicación,"$5,000.00"
,45358,completed,1201,Bienes raíces,"$8,000.00"
,45984,withdrawn,1239,Productos de Consumo,"$8,000.00"
"1,209",44180,canceled_by_failed_round,1206,Tecnología y comunicación,"$5,000.00"
"1,210",42887,withdrawn,1212,Bienes raíces,"$5,000.00"
"1,211",42516,completed,1164,Servicios especializados,"$5,000.00"
,43015,completed,1212,Bienes raíces,"$5,000.00"
,44028,canceled_by_failed_round,1206,Tecnología y comunicación,"$5,500.00"
"1,212",43506,canceled_by_failed_round,1206,Tecnología y comunicación,"$5,000.00"
,43507,withdrawn_by_choice,1212,Bienes raíces,"$5,000.00"
,45338,completed,1201,Bienes raíces,"$8,000.00"
,45866,completed,1239,Productos de Consumo,"$5,000.00"
"1,213",41637,withdrawn,1197,Productos de Consumo,"$5,000.00"
"1,214",40498,completed,1171,Infraestructura,"$5,000.00"
,41121,completed,1197,Productos de Consumo,"$20,000.00"
,41968,withdrawn_by_choice,1164,Servicios especializados,"$20,000.00"
,42639,completed,1164,Servicios especializados,"$8,000.00"
,42726,withdrawn_by_choice,1212,Bienes raíces,"$20,000.00"
,43181,withdrawn_by_choice,1206,Tecnología y comunicación,"$5,000.00"
,43933,withdrawn_by_choice,1206,Tecnología y comunicación,"$12,000.00"
,44484,withdrawn,1238,Tecnología y comunicación,"$5,000.00"
,45581,withdrawn,1239,Productos de Consumo,"$22,000.00"
"1,215",43696,canceled_by_failed_round,1206,Tecnología y comunicación,"$12,000.00"
,43697,completed,1212,Bienes raíces,"$12,000.00"
"1,216",40540,withdrawn,1171,Infraestructura,"$8,000.00"
,41177,withdrawn,1197,Productos de Consumo,"$12,000.00"
,42223,completed,1197,Productos de Consumo,"$8,000.00"
,42373,completed,1164,Servicios especializados,"$5,000.00"
,44419,withdrawn,1238,Tecnología y comunicación,"$8,000.00"
,45735,completed,1239,Productos de Consumo,"$38,000.00"
"1,217",40644,completed,1171,Infraestructura,"$5,000.00"
,41145,completed,1197,Productos de Consumo,"$100,000.00"
,42102,withdrawn_by_choice,1164,Servicios especializados,"$13,000.00"
,42570,completed,1164,Servicios especializados,"$5,000.00"
,44008,canceled_by_failed_round,1206,Tecnología y comunicación,"$50,000.00"
,44643,withdrawn_by_choice,1238,Tecnología y comunicación,"$8,000.00"
,44783,completed,1238,Tecnología y comunicación,"$9,200.00"
,45164,withdrawn_by_choice,1201,Bienes raíces,"$20,125.00"
,45427,completed,1201,Bienes raíces,"$9,200.00"
,45667,withdrawn,1239,Productos de Consumo,"$17,600.00"
"1,218",44704,withdrawn,1238,Tecnología y comunicación,"$12,000.00"
,45076,completed,1238,Tecnología y comunicación,"$12,000.00"
"1,219",44628,withdrawn,1238,Tecnología y comunicación,"$12,000.00"
"1,220",41048,completed,1197,Productos de Consumo,"$30,000.00"
,44903,completed,1238,Tecnología y comunicación,"$30,000.00"
"1,221",43677,canceled_by_failed_round,1206,Tecnología y comunicación,"$5,000.00"
"1,222",41855,completed,1197,Productos de Consumo,"$8,000.00"
,42010,withdrawn,1164,Servicios especializados,"$5,000.00"
,46512,completed,1239,Productos de Consumo,"$12,000.00"
"1,223",40991,withdrawn,1197,Productos de Consumo,"$12,000.00"
,42065,completed,1164,Servicios especializados,"$12,000.00"
"1,224",40813,completed,1197,Productos de Consumo,"$8,000.00"
,41935,completed,1164,Servicios especializados,"$5,000.00"
,43708,completed,1212,Bienes raíces,"$5,000.00"
,43709,canceled_by_failed_round,1206,Tecnología y comunicación,"$5,000.00"
,44792,completed,1238,Tecnología y comunicación,"$5,000.00"
,45008,canceled,1201,Bienes raíces,"$5,000.00"
,45737,completed,1239,Productos de Consumo,"$10,000.00"
"1,225",40887,completed,1197,Productos de Consumo,"$5,000.00"
,42056,withdrawn_by_choice,1164,Servicios especializados,"$5,000.00"
,43039,completed,1164,Servicios especializados,"$5,000.00"
,43629,completed,1212,Bienes raíces,"$12,000.00"
"1,226",42182,completed,1164,Servicios especializados,"$25,000.00"
"1,227",41991,withdrawn_by_choice,1164,Servicios especializados,"$5,000.00"
,42772,withdrawn_by_choice,1212,Bienes raíces,"$5,000.00"
,43285,canceled_by_failed_round,1206,Tecnología y comunicación,"$5,000.00"
,44394,withdrawn,1238,Tecnología y comunicación,"$5,000.00"
"1,228",41859,completed,1197,Productos de Consumo,"$5,000.00"
,44974,completed,1238,Tecnología y comunicación,"$5,000.00"
,45861,withdrawn,1239,Productos de Consumo,"$5,000.00"
"1,229",40527,withdrawn,1171,Infraestructura,"$5,000.00"
,41171,withdrawn,1197,Productos de Consumo,"$5,000.00"
,42378,withdrawn,1164,Servicios especializados,"$5,000.00"
"1,230",41566,completed,1197,Productos de Consumo,"$25,000.00"
,46480,completed,1201,Bienes raíces,"$12,000.00"
"1,231",41380,completed,1197,Productos de Consumo,"$12,000.00"
,43005,completed,1212,Bienes raíces,"$12,000.00"
"1,232",45959,withdrawn,1239,Productos de Consumo,"$8,000.00"
"1,233",43965,canceled_by_failed_round,1206,Tecnología y comunicación,"$5,000.00"
"1,234",41095,completed,1197,Productos de Consumo,"$17,000.00"
,42843,completed,1212,Bienes raíces,"$15,000.00"
"1,235",40671,completed,1171,Infraestructura,"$8,000.00"
,41790,completed,1197,Productos de Consumo,"$8,000.00"
,45493,completed,1201,Bienes raíces,"$8,000.00"
"1,236",42298,completed,1164,Servicios especializados,"$8,000.00"
"1,237",41730,canceled_by_expiration,1197,Productos de Consumo,"$5,000.00"
,41800,completed,1197,Productos de Consumo,"$5,000.00"
,41955,withdrawn,1164,Servicios especializados,"$5,000.00"
,45341,withdrawn,1201,Bienes raíces,"$8,000.00"
,46079,completed,1239,Productos de Consumo,"$10,000.00"
"1,238",46169,canceled_by_expiration,1201,Bienes raíces,"$16,800.00"
"1,239",40970,withdrawn_by_choice,1197,Productos de Consumo,"$12,000.00"
,43399,withdrawn_by_choice,1164,Servicios especializados,"$8,800.00"
,45282,completed,1201,Bienes raíces,"$8,000.00"
,45658,completed,1239,Productos de Consumo,"$13,200.00"
"1,240",42255,completed,1164,Servicios especializados,"$21,000.00"
,43342,canceled_by_failed_round,1206,Tecnología y comunicación,"$12,000.00"
,44847,completed,1238,Tecnología y comunicación,"$5,000.00"
,45287,completed,1201,Bienes raíces,"$5,000.00"
,46265,completed,1239,Productos de Consumo,"$8,000.00"
"1,241",40724,completed,1171,Infraestructura,"$12,000.00"
,40872,completed,1197,Productos de Consumo,"$20,000.00"
,42051,completed,1164,Servicios especializados,"$21,600.00"
"1,242",40683,completed,1171,Infraestructura,"$5,000.00"
,42426,completed,1164,Servicios especializados,"$10,000.00"
,42428,canceled_by_expiration,1197,Productos de Consumo,"$5,000.00"
,42821,completed,1212,Bienes raíces,"$8,000.00"
,43459,canceled_by_failed_round,1206,Tecnología y comunicación,"$19,400.00"
,45362,completed,1201,Bienes raíces,"$8,000.00"
,46017,completed,1239,Productos de Consumo,"$8,000.00"
"1,243",40870,completed,1197,Productos de Consumo,"$10,000.00"
,43178,canceled_by_failed_round,1206,Tecnología y comunicación,"$5,000.00"
,44357,withdrawn_by_choice,1238,Tecnología y comunicación,"$5,000.00"
,44730,completed,1238,Tecnología y comunicación,"$5,750.00"
,44992,canceled,1201,Bienes raíces,"$5,000.00"
,45119,completed,1201,Bienes raíces,"$5,750.00"
"1,244",41358,completed,1197,Productos de Consumo,"$12,000.00"
,45410,completed,1201,Bienes raíces,"$12,000.00"
"1,245",41330,completed,1197,Productos de Consumo,"$12,000.00"
"1,246",41337,completed,1197,Productos de Consumo,"$5,000.00"
,44541,completed,1238,Tecnología y comunicación,"$5,000.00"
,45855,completed,1239,Productos de Consumo,"$5,000.00"
,46395,completed,1201,Bienes raíces,"$6,000.00"
"1,247",44012,canceled_by_failed_round,1206,Tecnología y comunicación,"$8,000.00"
,45496,withdrawn,1201,Bienes raíces,"$8,000.00"
"1,248",40728,completed,1171,Infraestructura,"$5,000.00"
,41377,withdrawn,1197,Productos de Consumo,"$5,000.00"
,42025,withdrawn,1164,Servicios especializados,"$5,000.00"
"1,249",46350,canceled_by_expiration,1201,Bienes raíces,"$9,600.00"
"1,250",42636,completed,1164,Servicios especializados,"$30,000.00"
,44982,completed,1238,Tecnología y comunicación,"$20,000.00"
,45522,withdrawn,1201,Bienes raíces,"$12,000.00"
,46452,canceled_by_expiration,1201,Bienes raíces,"$9,600.00"
,46666,completed,1239,Productos de Consumo,"$5,000.00"
"1,251",40860,withdrawn,1197,Productos de Consumo,"$12,000.00"
,41746,canceled_by_expiration,1197,Productos de Consumo,"$5,000.00"
,43549,canceled_by_failed_round,1206,Tecnología y comunicación,"$12,000.00"
,46275,withdrawn,1239,Productos de Consumo,"$8,000.00"
"1,252",40741,completed,1171,Infraestructura,"$16,000.00"
,40918,completed,1197,Productos de Consumo,"$12,000.00"
"1,253",43267,canceled_by_failed_round,1206,Tecnología y comunicación,"$12,000.00"
"1,254",41386,withdrawn,1197,Productos de Consumo,"$12,000.00"
,42305,canceled_by_expiration,1197,Productos de Consumo,"$12,000.00"
"1,255",42418,withdrawn,1164,Servicios especializados,"$5,000.00"
,42944,completed,1164,Servicios especializados,"$5,000.00"
"1,256",42836,withdrawn_by_choice,1212,Bienes raíces,"$5,000.00"
"1,257",40733,completed,1171,Infraestructura,"$5,000.00"
,41141,completed,1197,Productos de Consumo,"$8,000.00"
,43279,canceled_by_failed_round,1206,Tecnología y comunicación,"$8,000.00"
,45976,completed,1239,Productos de Consumo,"$8,000.00"
"1,258",44479,completed,1238,Tecnología y comunicación,"$5,000.00"
"1,259",45240,completed,1201,Bienes raíces,"$9,200.00"
"1,260",40725,completed,1171,Infraestructura,"$10,000.00"
,45302,completed,1201,Bienes raíces,"$12,000.00"
,45649,withdrawn,1239,Productos de Consumo,"$12,000.00"
"1,261",41281,withdrawn,1197,Productos de Consumo,"$5,000.00"
,42543,completed,1164,Servicios especializados,"$5,000.00"
,42792,withdrawn,1212,Bienes raíces,"$5,000.00"
"1,262",41118,completed,1197,Productos de Consumo,"$16,000.00"
,45621,completed,1239,Productos de Consumo,"$17,600.00"
"1,263",42412,completed,1197,Productos de Consumo,"$12,000.00"
,46537,completed,1239,Productos de Consumo,"$12,000.00"
"1,264",42578,withdrawn,1164,Servicios especializados,"$5,000.00"
,42886,withdrawn,1212,Bienes raíces,"$5,000.00"
"1,265",42904,completed,1212,Bienes raíces,"$30,000.00"
,43061,canceled_by_expiration,1164,Servicios especializados,"$12,000.00"
"1,266",40708,completed,1171,Infraestructura,"$5,000.00"
,40888,completed,1197,Productos de Consumo,"$12,000.00"
,42336,withdrawn_by_choice,1164,Servicios especializados,"$8,000.00"
,44773,completed,1238,Tecnología y comunicación,"$8,000.00"
